rowid,category,subcategory,productname,sales,quantity,discount,profit,orderdate,state
5886,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352,3,0.2,5.0232,Nov-16,California
7944,Office Supplies,Supplies,Staple remover,44.688,7,0.2,5.0274,May-16,California
932,Office Supplies,Paper,Xerox 196,13.872,3,0.2,5.0286,Oct-16,Illinois
9295,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),13.872,3,0.2,5.0286,Nov-16,New York
5105,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.776,3,0.2,5.0328,Sep-16,Illinois
7193,Office Supplies,Art,Staples in misc. colors,30.976,8,0.2,5.0336,Oct-16,Pennsylvania
4481,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,0,5.0358,Oct-16,Arizona
2353,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,0,5.04,Apr-16,Arizona
6748,Office Supplies,Binders,Clear Mylar Reinforcing Strips,14.952,1,0.2,5.0463,Apr-16,California
3678,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,4,0,5.056,Apr-16,California
22,Office Supplies,Art,Newell 318,19.46,7,0,5.0596,Nov-16,California
1071,Office Supplies,Art,Newell 333,19.46,7,0,5.0596,Nov-16,Pennsylvania
5004,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2,0,5.0688,Nov-16,Pennsylvania
3760,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0,5.07,Nov-16,Pennsylvania
7383,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0,5.07,Nov-16,Pennsylvania
4820,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,2,0,5.0764,Sep-16,Pennsylvania
3446,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,5,0,5.083,Sep-16,Nebraska
897,Office Supplies,Envelopes,Staple envelope,15.648,2,0.2,5.0856,Sep-16,Nebraska
493,Office Supplies,Envelopes,Colored Envelopes,11.07,3,0,5.0922,Sep-16,Nebraska
1692,Office Supplies,Binders,Economy Binders,10.4,5,0,5.096,Sep-16,Nebraska
2722,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,5,0.2,5.096,Sep-16,Nebraska
1034,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012,Sep-16,Nebraska
2612,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012,Sep-16,Nebraska
4159,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696,3,0.2,5.1012,Sep-16,Nebraska
8626,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696,3,0.2,5.1012,Sep-16,Nebraska
5533,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,0,5.1015,Dec-16,Nebraska
8100,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,0,5.1015,Dec-16,New York
143,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1042,Sep-16,New York
2336,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1042,Sep-16,Washington
2659,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1042,May-16,Washington
1327,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072,6,0.2,5.1072,Mar-16,California
2464,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184,Mar-16,Pennsylvania
5230,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184,Mar-16,Pennsylvania
9837,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",10.9,5,0,5.123,Mar-16,Pennsylvania
725,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,0.2,5.1282,Mar-16,Pennsylvania
2604,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784,1,0.2,5.1294,Mar-16,Pennsylvania
8039,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",435.999,3,0.15,5.1294,Mar-16,Pennsylvania
2154,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,5.133,Mar-16,Pennsylvania
6677,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",19.75,5,0,5.135,Mar-16,Pennsylvania
528,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408,Jun-16,Pennsylvania
604,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408,Jun-16,Texas
629,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5,0.2,5.1435,Jul-16,Texas
2032,Office Supplies,Paper,Loose Memo Sheets,10.95,3,0,5.1465,Jul-16,Illinois
8742,Office Supplies,Binders,Avery Poly Binder Pockets,10.74,3,0,5.1552,Sep-16,Illinois
7960,Furniture,Tables,KI Adjustable-Height Table,206.352,3,0.2,5.1588,Sep-16,California
6450,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2,0,5.1648,Sep-16,California
5965,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,0,5.166,May-16,California
865,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2,0.2,5.1786,Jul-16,California
868,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792,Apr-16,Utah
1459,Office Supplies,Labels,Avery 499,15.936,4,0.2,5.1792,Sep-16,Illinois
5660,Office Supplies,Labels,Avery White Multi-Purpose Labels,15.936,4,0.2,5.1792,Jan-16,California
9278,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792,Sep-16,New Jersey
9844,Office Supplies,Labels,Avery 513,15.936,4,0.2,5.1792,Sep-16,Ohio
3284,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0,5.1816,Sep-16,Ohio
6034,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0,5.1816,Jun-16,Ohio
2974,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,10.8,5,0,5.184,Jun-16,Colorado
5687,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.32,5,0.2,5.191,Feb-16,Colorado
2055,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0,5.193,Sep-16,California
7589,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0,5.193,Dec-16,Texas
9551,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,13.848,3,0.2,5.193,Sep-16,Pennsylvania
8267,Technology,Phones,Square Credit Card Reader,19.98,2,0,5.1948,Jan-16,Illinois
8771,Furniture,Chairs,"Global Stack Chair without Arms, Black",83.136,4,0.2,5.196,Jan-16,Washington
6039,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0,5.1968,Dec-16,Washington
1276,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,5.2026,Sep-16,Nebraska
2286,Office Supplies,Paper,Xerox 1965,14.352,3,0.2,5.2026,Sep-16,Pennsylvania
2329,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.352,3,0.2,5.2026,Sep-16,Pennsylvania
4464,Office Supplies,Paper,Xerox 1992,14.352,3,0.2,5.2026,Sep-16,Pennsylvania
6726,Office Supplies,Labels,Avery 487,11.07,3,0,5.2029,Jul-16,Pennsylvania
9221,Office Supplies,Labels,Avery 52,11.07,3,0,5.2029,May-16,Rhode Island
9609,Office Supplies,Labels,Avery 52,11.07,3,0,5.2029,May-16,Illinois
990,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,0,5.2113,May-16,Illinois
1671,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,0.2,5.2125,Dec-16,Illinois
1661,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,2,0.2,5.214,Dec-16,New York
2060,Office Supplies,Fasteners,Staples,11.34,3,0,5.2164,Oct-16,New York
4951,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0,5.2164,Oct-16,Colorado
6843,Office Supplies,Fasteners,Staples,11.34,3,0,5.2164,Oct-16,Colorado
7735,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0,5.2164,Oct-16,Colorado
7507,Technology,Phones,AT&T CL82213,46.384,2,0.2,5.2182,Mar-16,Colorado
873,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0,5.2256,Mar-16,California
4281,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0,5.2256,Oct-16,California
5719,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,3,0.1,5.2272,Oct-16,Rhode Island
4491,Furniture,Tables,Chromcraft Round Conference Tables,418.296,3,0.2,5.2287,Oct-16,Rhode Island
3917,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,16.096,2,0.2,5.2312,Nov-16,Rhode Island
9236,Office Supplies,Art,Blackstonian Pencils,18.69,7,0,5.2332,Nov-16,Michigan
9975,Office Supplies,Art,Blackstonian Pencils,18.69,7,0,5.2332,Nov-16,Michigan
7181,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",12.78,3,0,5.2398,Mar-16,Michigan
4315,Office Supplies,Art,Staples in misc. colors,20.96,2,0,5.24,Aug-16,Washington
9862,Office Supplies,Storage,Staple magnet,18.76,2,0,5.2528,Aug-16,Michigan
2525,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256,Aug-16,Michigan
3346,Office Supplies,Fasteners,Staples,11.68,4,0,5.256,Aug-16,Michigan
5108,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256,Aug-16,Michigan
7765,Office Supplies,Art,Newell 312,17.52,3,0,5.256,Sep-16,Michigan
9612,Office Supplies,Fasteners,Staples,11.68,4,0,5.256,Sep-16,Ohio
665,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626,Sep-16,Ohio
8087,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08,3,0.2,5.265,Nov-16,Ohio
3252,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,Sep-16,Texas
3303,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,May-16,Florida
1598,Office Supplies,Paper,Xerox 1901,16.896,4,0.2,5.28,Aug-16,Ohio
520,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877,Jun-16,Washington
8048,Office Supplies,Paper,Strathmore Photo Mount Cards,16.272,3,0.2,5.2884,Jun-16,Connecticut
3248,Office Supplies,Art,Col-Erase Pencils with Erasers,18.24,3,0,5.2896,Jun-16,Connecticut
7556,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,22.32,5,0.2,5.301,Oct-16,Connecticut
6311,Office Supplies,Paper,Xerox 1887,15.176,1,0.2,5.3116,Aug-16,Texas
9102,Office Supplies,Art,Lumber Crayons,23.64,3,0.2,5.319,Aug-16,California
5020,Office Supplies,Supplies,Acme Box Cutter Scissors,20.46,2,0,5.3196,Nov-16,California
2351,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0,5.3214,Nov-16,Ohio
9051,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0,5.3214,Nov-16,Ohio
3499,Office Supplies,Binders,Acco Hanging Data Binders,15.24,5,0.2,5.334,Apr-16,Ohio
5383,Office Supplies,Fasteners,Staples,15.808,8,0.2,5.3352,Apr-16,California
764,Office Supplies,Envelopes,Staple envelope,11.36,2,0,5.3392,Apr-16,Virginia
2577,Office Supplies,Envelopes,Staple envelope,11.36,2,0,5.3392,Nov-16,Virginia
6058,Office Supplies,Envelopes,Staple envelope,11.36,2,0,5.3392,Nov-16,North Carolina
8596,Office Supplies,Binders,Storex Dura Pro Binders,11.88,2,0,5.346,Nov-16,North Carolina
9495,Office Supplies,Binders,Storex Dura Pro Binders,11.88,2,0,5.346,May-16,North Carolina
5437,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,May-16,Illinois
5618,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,May-16,Illinois
7354,Office Supplies,Labels,Avery 476,16.52,5,0.2,5.369,May-16,Illinois
7629,Office Supplies,Labels,Avery 506,16.52,5,0.2,5.369,Dec-16,Illinois
9982,Office Supplies,Labels,Avery 476,16.52,5,0.2,5.369,Jan-16,Illinois
7890,Office Supplies,Art,Newell 327,19.89,9,0,5.3703,Jan-16,North Carolina
7428,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",11.43,3,0,5.3721,Jan-16,North Carolina
506,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,5,0.2,5.373,Feb-16,North Carolina
8870,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.92,5,0.2,5.373,Feb-16,Maryland
2976,Office Supplies,Paper,Xerox 198,15.936,4,0.2,5.3784,Feb-16,Maryland
518,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,0,5.382,Feb-16,Maryland
6126,Office Supplies,Paper,Xerox 1947,11.96,2,0,5.382,Oct-16,Maryland
2062,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,2,0.2,5.3892,Oct-16,Nevada
2449,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0,5.3898,Oct-16,Nevada
5587,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0,5.3898,Oct-16,Nevada
9705,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",11.01,3,0,5.3949,May-16,Tennessee
8714,Technology,Phones,Belkin iPhone and iPad Lightning Cable,71.952,6,0.2,5.3964,Jul-16,Texas
1278,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397,Feb-16,New York
8325,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68,5,0.2,5.397,May-16,Texas
9619,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397,May-16,Texas
8499,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2,0,5.3998,May-16,Texas
8008,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0,5.4124,May-16,Texas
8872,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0,5.4124,Oct-16,California
893,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,4,0,5.4128,Oct-16,California
4602,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,4,0,5.4144,Oct-16,California
4916,Office Supplies,Binders,Avery Hole Reinforcements,14.952,3,0.2,5.4201,Oct-16,California
2145,Office Supplies,Fasteners,Staples,16.688,7,0.2,5.4236,Nov-16,California
3435,Office Supplies,Binders,Zipper Ring Binder Pockets,14.976,6,0.2,5.4288,Jun-16,Illinois
4180,Office Supplies,Binders,Economy Binders,14.976,9,0.2,5.4288,Aug-16,Pennsylvania
1177,Office Supplies,Labels,Staple-on labels,11.56,4,0,5.4332,Dec-16,California
5368,Office Supplies,Labels,Avery 512,11.56,4,0,5.4332,Dec-16,Arkansas
7377,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54.336,4,0.2,5.4336,Dec-16,Arkansas
1239,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0,5.434,Dec-16,Arkansas
4641,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,1,0,5.4341,Jul-16,Arkansas
13,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,Dec-16,California
316,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,Dec-16,California
926,Office Supplies,Paper,Xerox 1985,15.552,3,0.2,5.4432,Dec-16,California
936,Office Supplies,Paper,Xerox 202,15.552,3,0.2,5.4432,Dec-16,California
951,Office Supplies,Paper,Xerox 210,15.552,3,0.2,5.4432,Apr-16,California
1026,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,Aug-16,Illinois
1194,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,Aug-16,Virginia
1636,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,Mar-16,Virginia
2045,Office Supplies,Paper,Xerox 203,15.552,3,0.2,5.4432,Jul-16,New York
2106,Office Supplies,Paper,Xerox 217,15.552,3,0.2,5.4432,Jul-16,Oregon
2199,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432,Dec-16,Oregon
3509,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,Dec-16,California
3597,Office Supplies,Paper,Xerox 210,15.552,3,0.2,5.4432,Oct-16,California
3898,Office Supplies,Paper,Xerox 1995,15.552,3,0.2,5.4432,Oct-16,Colorado
4153,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,3,0.2,5.4432,Oct-16,Colorado
4330,Office Supplies,Paper,Xerox 208,15.552,3,0.2,5.4432,Apr-16,Colorado
4475,Office Supplies,Paper,Xerox 227,15.552,3,0.2,5.4432,Jul-16,Washington
4987,Office Supplies,Paper,Xerox 226,15.552,3,0.2,5.4432,Aug-16,New York
5103,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,Aug-16,Wisconsin
5114,Office Supplies,Paper,Xerox 1994,15.552,3,0.2,5.4432,Aug-16,Wisconsin
5373,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432,Aug-16,Wisconsin
5931,Office Supplies,Paper,Xerox 216,15.552,3,0.2,5.4432,Jun-16,Wisconsin
6479,Office Supplies,Paper,Xerox 206,15.552,3,0.2,5.4432,Jun-16,Florida
6496,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,Oct-16,Florida
7020,Office Supplies,Paper,Xerox 1976,15.552,3,0.2,5.4432,Oct-16,Washington
7049,Office Supplies,Paper,Xerox 200,15.552,3,0.2,5.4432,Jan-16,Texas
7760,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,3,0.2,5.4432,Jan-16,Texas
8199,Office Supplies,Paper,Xerox 220,15.552,3,0.2,5.4432,Sep-16,Texas
8787,Office Supplies,Paper,Xerox 230,15.552,3,0.2,5.4432,Dec-16,New York
9092,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432,Jul-16,Ohio
9304,Office Supplies,Paper,Xerox 1994,15.552,3,0.2,5.4432,Nov-16,New York
9523,Office Supplies,Paper,Xerox 229,15.552,3,0.2,5.4432,Nov-16,New York
6113,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752,6,0.2,5.4444,Nov-16,New York
6945,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12,4,0,5.4488,Nov-16,New York
9451,Office Supplies,Storage,Eldon Gobal File Keepers,136.26,9,0,5.4504,Nov-16,New York
7654,Office Supplies,Art,Newell 316,19.56,4,0,5.4768,Nov-16,New York
4962,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1,0.2,5.4801,Oct-16,New York
992,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484,Sep-16,Virginia
3574,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0,5.4896,Mar-16,Arizona
3759,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0,5.4896,Mar-16,California
4373,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0,5.4896,Dec-16,California
1242,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,0,5.5,Dec-16,Texas
6166,Furniture,Furnishings,Document Clip Frames,20.016,3,0.2,5.5044,Dec-16,Texas
9230,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",15.192,3,0.2,5.5071,Nov-16,Texas
1304,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177,Nov-16,California
4509,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177,Nov-16,California
7734,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.5216,Aug-16,California
8567,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.5216,Jul-16,Florida
9267,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0,5.5328,Jul-16,Pennsylvania
8652,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14.19,3,0,5.5341,Jul-16,Pennsylvania
7530,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",17.04,3,0.2,5.538,Feb-16,Pennsylvania
9019,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",17.04,3,0.2,5.538,Feb-16,California
9703,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,11.54,1,0,5.5392,Feb-16,California
5673,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,2,0.2,5.544,Feb-16,California
9572,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,2,0.2,5.544,Dec-16,California
3514,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",17.76,3,0.2,5.55,Oct-16,California
3613,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,2,0.2,5.5512,Nov-16,Maryland
7981,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,2,0.2,5.5512,Mar-16,California
1374,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,4,0.2,5.5536,Feb-16,Connecticut
1140,Office Supplies,Art,Newell 332,20.58,7,0,5.5566,Jul-16,New Jersey
1328,Office Supplies,Paper,Xerox 188,11.34,1,0,5.5566,Feb-16,California
9864,Office Supplies,Paper,Xerox 188,11.34,1,0,5.5566,Jan-16,Mississippi
2715,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0,5.56,Sep-16,Illinois
9532,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",55.616,2,0.2,5.5616,Sep-16,New York
6260,Office Supplies,Binders,Avery Round Ring Poly Binders,11.36,4,0,5.5664,Dec-16,Washington
3456,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,2,0.2,5.5674,Nov-16,New York
1173,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755,Nov-16,Texas
6964,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32,3,0,5.58,Jun-16,Texas
9884,Office Supplies,Envelopes,Staple envelope,11.16,2,0,5.58,Jun-16,California
1507,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875,Apr-16,California
9709,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",19.96,2,0,5.5888,Apr-16,New York
3622,Technology,Phones,PayAnywhere Card Reader,63.936,8,0.2,5.5944,Apr-16,New York
727,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,1,0.2,5.5992,Jun-16,New York
6903,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16,4,0.2,5.6,Jun-16,Georgia
7161,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16,4,0.2,5.6,May-16,Georgia
5537,Office Supplies,Binders,Avery Binder Labels,11.67,3,0,5.6016,Jun-16,Pennsylvania
5077,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.84,5,0.2,5.605,Jun-16,Michigan
8159,Office Supplies,Paper,Xerox 1959,16.032,3,0.2,5.6112,Jun-16,Michigan
8317,Office Supplies,Paper,Xerox 195,16.032,3,0.2,5.6112,Dec-16,Michigan
2692,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,0.2,5.6115,Dec-16,Arkansas
1270,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2,0,5.616,Oct-16,New York
8689,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2,0,5.616,Feb-16,California
4817,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,2,0.2,5.6316,Feb-16,Florida
959,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,3,0.2,5.6376,Feb-16,Florida
4133,Office Supplies,Paper,Xerox 1957,15.552,3,0.2,5.6376,May-16,Florida
4232,Office Supplies,Paper,Xerox 1975,15.552,3,0.2,5.6376,May-16,Virginia
5570,Office Supplies,Paper,Xerox 1993,15.552,3,0.2,5.6376,Aug-16,Virginia
8379,Office Supplies,Paper,Xerox 1957,15.552,3,0.2,5.6376,Aug-16,Oklahoma
8720,Office Supplies,Paper,Xerox 1975,15.552,3,0.2,5.6376,Aug-16,Oklahoma
8817,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,4,0,5.6416,Jul-16,Oklahoma
2302,Office Supplies,Binders,Avery Durable Binders,11.52,4,0,5.6448,Sep-16,California
5820,Office Supplies,Labels,Avery File Folder Labels,11.52,4,0,5.6448,Nov-16,Texas
6513,Office Supplies,Labels,Avery 49,11.52,4,0,5.6448,Nov-16,New York
2916,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,12.56,2,0,5.652,Mar-16,New York
1309,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,0,5.6628,Mar-16,Massachusetts
5910,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,0,5.6628,Mar-16,Massachusetts
3872,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.8,4,0,5.664,Mar-16,Massachusetts
1398,Office Supplies,Paper,Xerox 196,11.56,2,0,5.6644,Jul-16,Massachusetts
2893,Office Supplies,Paper,Xerox 1969,11.56,2,0,5.6644,Nov-16,Virginia
3871,Office Supplies,Paper,Xerox 196,11.56,2,0,5.6644,Aug-16,Alabama
7703,Office Supplies,Paper,Xerox 1950,11.56,2,0,5.6644,Jun-16,Georgia
9366,Office Supplies,Paper,Xerox 1899,11.56,2,0,5.6644,Oct-16,California
9595,Office Supplies,Paper,Xerox 1987,11.56,2,0,5.6644,Nov-16,California
